timestamp,open,high,low,close,volume,quoteVolume
2025-08-23 07:00:00+00:00,115750,115891.9,115630,115769.3,1374.572,159122419.80148
2025-08-23 08:00:00+00:00,115769.3,115836.2,115574.6,115724.1,1117.3342,129327362.0049
2025-08-23 09:00:00+00:00,115724.1,115760.7,115587.6,115742.6,750.0252,86744376.506
2025-08-23 10:00:00+00:00,115742.6,115751.5,115560.7,115560.7,605.5254,70022444.15696
2025-08-23 11:00:00+00:00,115560.7,115597.1,115186.1,115266.6,2074.582,239424002.40888
2025-08-23 12:00:00+00:00,115266.6,115450,115138.2,115184.4,1730.897,199512578.99406
2025-08-23 13:00:00+00:00,115184.4,115187.5,114713.6,114829,4567.053,524789506.59014
2025-08-23 14:00:00+00:00,114829,115054.5,114576.1,114583.9,3522.617,404424627.83344
2025-08-23 15:00:00+00:00,114583.9,114917,114515.4,114777.3,2077.7172,238374840.22168
2025-08-23 16:00:00+00:00,114777.3,115060.1,114656.8,114973.7,1309.1332,150351960.78686
2025-08-23 17:00:00+00:00,114973.7,115135.7,114910,115051.2,1244.238,143134086.98464
2025-08-23 18:00:00+00:00,115051.2,115150,115003.8,115102.2,709.0168,81591092.6313
2025-08-23 19:00:00+00:00,115102.2,115123.2,115007.2,115097.8,421.7472,48533332.19412
2025-08-23 20:00:00+00:00,115097.8,115285.6,115068.6,115282.5,595.8408,68626792.27042
2025-08-23 21:00:00+00:00,115282.5,115282.6,114963.5,114986.9,1030.911,118666980.7265
2025-08-23 22:00:00+00:00,114986.9,115265.2,114986.9,115265.2,449.9206,51822578.55176
2025-08-23 23:00:00+00:00,115265.2,115385.5,115204,115377.4,497.3578,57338522.83016
2025-08-24 00:00:00+00:00,115377.4,115513.5,115270,115331.6,1052.4434,121405629.16346
2025-08-24 01:00:00+00:00,115331.6,115527.9,115136,115421.5,1481.2368,170863240.73432
2025-08-24 02:00:00+00:00,115421.5,115620,114956.4,114979,1544.732,178148542.12226
2025-08-24 03:00:00+00:00,114979,115128.1,114904.7,115008,1089.2658,125285604.08586
2025-08-24 04:00:00+00:00,115008,115251.8,115008,115136,525.357,60495162.65388
2025-08-24 05:00:00+00:00,115136,115185.3,114907,114970,1058.227,121660684.77888
2025-08-24 06:00:00+00:00,114970,115039.2,114821.3,114840.1,728.173,83676775.37606
2025-08-24 07:00:00+00:00,114840.1,115098.1,114835.3,114855,996.0886,114558647.57312
2025-08-24 08:00:00+00:00,114855,114950,114730.6,114816.7,854.5784,98113451.48832
2025-08-24 09:00:00+00:00,114816.7,115038.9,114647.9,114833.6,1304.0112,149737351.34088
2025-08-24 10:00:00+00:00,114833.6,114935.6,114583,114759.6,1812.5232,207980570.10058
2025-08-24 11:00:00+00:00,114759.6,114871.4,114602,114710.1,936.3108,107389718.8183
2025-08-24 12:00:00+00:00,114710.1,114814.5,114574.5,114662.8,844.9938,96900493.21622
2025-08-24 13:00:00+00:00,114662.8,114853,114538.5,114538.6,2274.7526,260812792.09896
2025-08-24 14:00:00+00:00,114538.6,114638.6,114325.4,114502.6,2321.6814,265761695.67978
2025-08-24 15:00:00+00:00,114502.6,114840.9,114380.6,114380.7,2686.4854,307972030.09588
2025-08-24 16:00:00+00:00,114380.7,114531.8,114221.1,114259.1,1923.867,220023537.91964
2025-08-24 17:00:00+00:00,114259.1,114571.1,114218,114417.3,2395.91,274083623.89044
2025-08-24 18:00:00+00:00,114417.3,114904,114303.7,114615.9,2913.5324,334043479.97894
2025-08-24 19:00:00+00:00,114615.9,114774.2,110550,112563.1,62317.8916,6994512981.10486
2025-08-24 20:00:00+00:00,112563.1,112956.5,111608.9,112729.6,9401.468,1055943257.0348
2025-08-24 21:00:00+00:00,112729.6,113366.7,112330.2,112941.4,3102.819,350235230.41906
2025-08-24 22:00:00+00:00,112941.4,113449.3,112561.3,113399.8,2816.8326,318331947.21132
2025-08-24 23:00:00+00:00,113399.8,113647.9,113310.8,113442.5,1442.3586,163675146.31988
2025-08-25 00:00:00+00:00,113442.5,113470,112114,112609,4390.9482,495002949.9656
2025-08-25 01:00:00+00:00,112609,113099,112569.1,113030.7,1817.3164,205100531.68374
2025-08-25 02:00:00+00:00,113030.7,113584.8,113027.4,113358,2100.5824,238063277.61566
2025-08-25 03:00:00+00:00,113358,113613.9,112855.5,112864.1,2520.8778,285516833.82934
2025-08-25 04:00:00+00:00,112864.1,113024,112571.5,112734.9,1767.8236,199386876.60144
2025-08-25 05:00:00+00:00,112734.9,112835,112304.8,112304.9,1619.0168,182194834.5217
2025-08-25 06:00:00+00:00,112304.9,112439.1,111740,111911.6,4719.389,528968646.09266
2025-08-25 07:00:00+00:00,111911.6,112133.2,111254,111474.2,5846.7364,652776727.0122
2025-08-25 08:00:00+00:00,111474.2,111789.2,110906.9,111365.2,5283.3694,588505072.54184
2025-08-25 09:00:00+00:00,111365.2,111800,111206.2,111758.1,2423.126,270093913.5235
2025-08-25 10:00:00+00:00,111758.1,111760.8,110900,110958.6,4009.3696,445741081.82924
2025-08-25 11:00:00+00:00,110958.6,111250.1,110892,111192.2,2016.176,223939655.0455
2025-08-25 12:00:00+00:00,111192.2,111655.3,111041.5,111555.9,2172.57,241978817.21072
2025-08-25 13:00:00+00:00,111555.9,111720,110533.7,111458.6,6486.047,720563422.59312
2025-08-25 14:00:00+00:00,111458.6,112260.9,111284,112196.4,6059.974,678289701.942
2025-08-25 15:00:00+00:00,112196.4,112519.6,111773,112131.2,3678.5562,412737504.15058
2025-08-25 16:00:00+00:00,112131.2,112890,111948.8,112440.6,3591.5778,404208736.95328
2025-08-25 17:00:00+00:00,112440.6,112750.8,112110,112385.2,1535.6696,172642881.5602
2025-08-25 18:00:00+00:00,112385.2,112573.4,112194.6,112350.2,959.2378,107820881.99666
2025-08-25 19:00:00+00:00,112350.2,112382.1,110621.9,110659.8,5800.3878,646379630.51174
2025-08-25 20:00:00+00:00,110659.8,111049.6,109350,109507.1,22165.8222,2438390252.88916
2025-08-25 21:00:00+00:00,109507.1,110230,109221,109838.9,6675.0576,732168375.17552
2025-08-25 22:00:00+00:00,109838.9,110550,109838.8,110086.9,2340.4026,258014528.92164
2025-08-25 23:00:00+00:00,110086.9,110225,109730,110072.3,2153.101,236730205.67784
2025-08-26 00:00:00+00:00,110072.3,110072.4,108874,109048.1,8745.992,956600762.82486
2025-08-26 01:00:00+00:00,109048.1,109861.7,108615.7,109843.4,6694.8684,732289076.08726
2025-08-26 02:00:00+00:00,109843.4,109963.2,109451.8,109658.8,5163.3148,566508162.96422
2025-08-26 03:00:00+00:00,109658.8,109876.2,109379.4,109816.3,1854.4394,203377339.33616
2025-08-26 04:00:00+00:00,109816.3,110188,109816.3,110043.2,3938.545,433406290.9361
2025-08-26 05:00:00+00:00,110043.2,110330.1,110034.9,110144.6,1525.2686,168083801.13426
2025-08-26 06:00:00+00:00,110144.6,110295.1,109843.6,109943.2,1669.242,183647521.5644
2025-08-26 07:00:00+00:00,109943.2,110500.1,109705.7,110246.3,2930.5898,322813555.69814
2025-08-26 08:00:00+00:00,110246.3,110410.4,109948,110043.5,1512.819,166633665.06516
2025-08-26 09:00:00+00:00,110043.5,110358.6,109980,110105.4,1325.7868,146046848.7335
2025-08-26 10:00:00+00:00,110105.4,110370.9,110013,110173,1566.66,172719540.1999
2025-08-26 11:00:00+00:00,110173,110185.1,109532.8,109838.7,4848.9358,532875211.1908
2025-08-26 12:00:00+00:00,109838.7,110776,109571.4,110163.3,5960.9366,656933953.12958
2025-08-26 13:00:00+00:00,110163.3,110227.3,109353.5,110052.1,5478.0906,601698456.7997
2025-08-26 14:00:00+00:00,110052.1,110508,109755,110317.9,4477.1966,493365687.2889
2025-08-26 15:00:00+00:00,110317.9,110525,109510.2,109636.2,3612.14,397202358.8436
2025-08-26 16:00:00+00:00,109636.2,110133.4,109413.7,110133.3,2361.5928,259008828.0545
2025-08-26 17:00:00+00:00,110133.3,110175.5,109545.8,109937.2,1721.7926,189069423.255
2025-08-26 18:00:00+00:00,109937.2,110939.2,109924.1,110648.9,3122.3336,345209389.20894
2025-08-26 19:00:00+00:00,110648.9,111100,110450,111055.1,2396.1804,265726706.53618
2025-08-26 20:00:00+00:00,111055.1,111320,110855.5,111264,1735.735,192934319.49578
2025-08-26 21:00:00+00:00,111264,111525.7,111045,111519.3,1601.301,178209892.2408
2025-08-26 22:00:00+00:00,111519.3,111871.4,111492.9,111844.4,4505.569,503181964.41958
2025-08-26 23:00:00+00:00,111844.4,112309.9,111667.4,111700,3714.4714,416239424.13962
2025-08-27 00:00:00+00:00,111700,111765.4,111279.2,111302.1,1934.3474,215747652.83232
2025-08-27 01:00:00+00:00,111302.1,111419.7,111050.1,111243.8,1558.763,173352930.11188
2025-08-27 02:00:00+00:00,111243.8,111425.9,111047.6,111086.3,1481.0718,164758582.90144
2025-08-27 03:00:00+00:00,111086.3,111680.1,110862.6,111369.2,2046.317,227649200.8302
2025-08-27 04:00:00+00:00,111369.2,111669.2,111351.8,111516.6,1305.9634,145653644.55292
2025-08-27 05:00:00+00:00,111516.6,111631.3,111271.4,111309.8,933.1694,103960058.80488
2025-08-27 06:00:00+00:00,111309.8,111319,110970,110987.3,1480.0216,164509068.05588
2025-08-27 07:00:00+00:00,110987.3,111084,110600,110692.9,2712.8028,300554600.6115
2025-08-27 08:00:00+00:00,110692.9,110802,110327.9,110720.6,2875.2586,317921233.04958
2025-08-27 09:00:00+00:00,110720.6,111084.5,110680.7,110760.5,2749.4894,304821553.4123
2025-08-27 10:00:00+00:00,110760.5,111221.3,110760.5,110920.4,1573.9188,174729478.42548
2025-08-27 11:00:00+00:00,110920.4,111332.7,110920.4,111275.2,1405.1442,156232091.93754
2025-08-27 12:00:00+00:00,111275.2,111354.6,110963.6,111281.9,2220.5264,246813645.92238
2025-08-27 13:00:00+00:00,111281.9,111838.3,110956.1,111431.9,5348.9522,596164767.63222
2025-08-27 14:00:00+00:00,111431.9,112573.4,111214.4,111753.6,9369.7482,1049676820.02572
2025-08-27 15:00:00+00:00,111753.6,112036.4,111445.9,111960.8,3933.3762,439533451.56146
2025-08-27 16:00:00+00:00,111960.8,112198,111489.3,112063.9,3639.4862,407128044.77998
2025-08-27 17:00:00+00:00,112063.9,112391,111834.9,112281,1719.6452,192946329.02654
2025-08-27 18:00:00+00:00,112281,112550,111857.9,111884,1556.5494,174674180.4686
2025-08-27 19:00:00+00:00,111884,112169.1,111520.4,112026.6,2699.4332,301939077.39608
2025-08-27 20:00:00+00:00,112026.6,112360,110895.4,112360,10357.9384,1156247367.4863
2025-08-27 21:00:00+00:00,112360,112400.9,111318.9,111480.1,1863.2664,208295708.85484
2025-08-27 22:00:00+00:00,111480.1,111561.8,111005.6,111365.2,2205.6074,245362043.55076
2025-08-27 23:00:00+00:00,111365.2,111491.5,111057.4,111211.2,804.6728,89489784.07788
2025-08-28 00:00:00+00:00,111211.2,111493.5,110814.7,111293.2,2519.9236,280093970.18976
2025-08-28 01:00:00+00:00,111293.2,111666.7,111293.1,111600.2,934.9656,104244236.50222
2025-08-28 02:00:00+00:00,111600.2,111712.2,111395.3,111442.3,591.5032,65985636.78388
2025-08-28 03:00:00+00:00,111442.3,111995.3,111357.7,111953.1,1527.3024,170788370.06716
2025-08-28 04:00:00+00:00,111953.1,113031.3,111909.9,112923.9,4705.876,530039330.5167
2025-08-28 05:00:00+00:00,112923.9,113119.5,112650.9,112805.4,2980.4024,336384100.18208
2025-08-28 06:00:00+00:00,112805.4,113242.4,112659.6,113158.2,1936.5646,218777443.81168
2025-08-28 07:00:00+00:00,113158.2,113310.4,112958.7,113072.6,3073.969,347808089.3847
2025-08-28 08:00:00+00:00,113072.6,113300,112959.2,113070.9,2880.9842,325906648.22216
2025-08-28 09:00:00+00:00,113070.9,113090.5,112798.7,112806.1,969.6668,109498504.99836
2025-08-28 10:00:00+00:00,112806.1,113077.9,112771.2,113077.9,1752.9898,197966319.11856
2025-08-28 11:00:00+00:00,113077.9,113110,112803.1,112874.6,1039.6672,117419964.1415
2025-08-28 12:00:00+00:00,112874.6,113293.6,112728.9,113195,2862.2666,323674232.91448
2025-08-28 13:00:00+00:00,113195,113431.7,112523.4,112781.4,4903.3402,553838507.53562
2025-08-28 14:00:00+00:00,112781.4,113261.2,112480,113109.2,3618.9224,408607924.58642
2025-08-28 15:00:00+00:00,113109.2,113216,112351.7,112643.4,3177.9536,358011128.88688
2025-08-28 16:00:00+00:00,112643.4,113149.7,112284.6,112284.7,2433.9974,274509722.62862
2025-08-28 17:00:00+00:00,112284.7,112583.2,112166.3,112342.8,2185.8894,245589377.4669
2025-08-28 18:00:00+00:00,112342.8,112672.5,112185.8,112331.7,1020.2776,114699283.48266
2025-08-28 19:00:00+00:00,112331.7,112532.8,111858.9,111863,1780.6264,199603010.17566
2025-08-28 20:00:00+00:00,111863,112081.8,111828.4,111865.3,1168.0432,130744467.1714
2025-08-28 21:00:00+00:00,111865.3,112099,111865.2,111981.2,868.9102,97271908.7126
2025-08-28 22:00:00+00:00,111981.2,112463.9,111981.1,112299.1,1333.7598,149762161.85576
2025-08-28 23:00:00+00:00,112299.1,112528.1,112251.6,112523.9,1176.2608,132220019.36394
2025-08-29 00:00:00+00:00,112523.9,112593.7,112085.7,112165.3,1281.6874,143960106.42458
2025-08-29 01:00:00+00:00,112165.3,112234.8,111353.4,111431.2,3693.0512,412242195.46936
2025-08-29 02:00:00+00:00,111431.2,111726.3,111312.9,111370.4,1640.7022,182957192.18818
2025-08-29 03:00:00+00:00,111370.4,111777,111243.9,111652.8,1514.9236,169047707.47164
2025-08-29 04:00:00+00:00,111652.8,111805.1,111375.1,111457.3,2235.795,249636486.819
2025-08-29 05:00:00+00:00,111457.3,111534.1,111090.1,111269.6,2048.8062,227883329.82368
2025-08-29 06:00:00+00:00,111269.6,111365.9,110934,111235.7,3474.5362,385996419.18656
2025-08-29 07:00:00+00:00,111235.7,111235.7,109853.3,109976.7,8186.6032,903361429.65382
2025-08-29 08:00:00+00:00,109976.7,110235,109569.9,109581.9,4032.331,443156847.6645
2025-08-29 09:00:00+00:00,109581.9,109890,109365.4,109727.4,3188.2454,349466709.34738
2025-08-29 10:00:00+00:00,109727.4,109985,109712,109956.8,1756.3704,192989616.3195
2025-08-29 11:00:00+00:00,109956.8,110117.6,109783.7,110046,1580.1712,173792466.17246
2025-08-29 12:00:00+00:00,110046,111454.1,110022,110671.1,12613.8928,1398686510.7006
2025-08-29 13:00:00+00:00,110671.1,110736.4,108850,109063.7,9429.4502,1033147028.81548
2025-08-29 14:00:00+00:00,109063.7,109484.9,108043.7,108158.9,14709.488,1598050570.35054
2025-08-29 15:00:00+00:00,108158.9,108675.6,108134.9,108335.9,4038.7046,437773820.85624
2025-08-29 16:00:00+00:00,108335.9,108777,108090.1,108649.8,2646.6746,287224128.32656
2025-08-29 17:00:00+00:00,108649.8,108677.1,108102,108420.1,1525.1942,165257450.11942
2025-08-29 18:00:00+00:00,108420.1,108462.6,108045,108096,1561.155,168919002.0348
2025-08-29 19:00:00+00:00,108096,108695,107873.1,108168,3124.862,338202033.90832
2025-08-29 20:00:00+00:00,108168,108220.4,107480,107736.5,5421.3112,584054817.56044
2025-08-29 21:00:00+00:00,107736.5,108422.2,107425.4,108401.9,2697.5448,291141051.78144
2025-08-29 22:00:00+00:00,108401.9,108435.3,108160,108342.1,814.8064,88223669.81186
2025-08-29 23:00:00+00:00,108342.1,108512.6,108284.5,108336.3,848.1466,91954665.78956
2025-08-30 00:00:00+00:00,108336.3,108373.3,108102,108262.9,1223.4586,132383627.43914
2025-08-30 01:00:00+00:00,108262.9,108318.6,107301.1,107406,2833.6658,305249612.45688
2025-08-30 02:00:00+00:00,107406,107910,107339.8,107750.7,1991.8866,214510214.12912
2025-08-30 03:00:00+00:00,107750.7,108374,107736,108374,2047.0174,221422598.89384
2025-08-30 04:00:00+00:00,108374,108623.8,108316.4,108373.7,5216.8168,565934519.72598
2025-08-30 05:00:00+00:00,108373.7,108422.4,108084.1,108303.7,1852.3124,200639892.92108
2025-08-30 06:00:00+00:00,108303.7,108515.2,108172,108283.8,1529.1176,165579281.87866
2025-08-30 07:00:00+00:00,108283.8,108460.9,108070.4,108457.4,3034.9528,328510672.53294
2025-08-30 08:00:00+00:00,108457.4,108728.2,108433.5,108523,1484.01,161129704.0007
2025-08-30 09:00:00+00:00,108523,108563.5,108420,108472.5,414.4944,44969283.66396
2025-08-30 10:00:00+00:00,108472.5,108656.1,108356.3,108380.8,1320.5212,143272079.32182
2025-08-30 11:00:00+00:00,108380.8,108677,108374.7,108636.6,1677.5766,182172413.71954
2025-08-30 12:00:00+00:00,108636.6,108636.6,108287.5,108571.4,2401.5832,260532973.45216
2025-08-30 13:00:00+00:00,108571.4,108571.4,108158,108484.4,1601.8268,173567294.67284
2025-08-30 14:00:00+00:00,108484.4,108676.9,108352,108601,896.151,97273781.03896
2025-08-30 15:00:00+00:00,108601,108873,108490.8,108822,1836.5638,199720969.6527
2025-08-30 16:00:00+00:00,108822,108822,108613,108764,740.3366,80493764.97204
2025-08-30 17:00:00+00:00,108764,108848.1,108564.7,108720.9,695.0494,75574452.98842
2025-08-30 18:00:00+00:00,108720.9,108783.1,108580,108680.7,444.2988,48287091.13656
2025-08-30 19:00:00+00:00,108680.7,108848,108593.5,108776.3,402.447,43768848.0716
2025-08-30 20:00:00+00:00,108776.3,108777,108530,108588.9,351.5586,38187177.66264
2025-08-30 21:00:00+00:00,108588.9,108627.5,108436.1,108533.7,544.5074,59096646.9172
2025-08-30 22:00:00+00:00,108533.7,108537.3,108420,108475.1,683.6526,74165660.883
2025-08-30 23:00:00+00:00,108475.1,108755.2,108475,108755.1,841.635,91456171.97884
2025-08-31 00:00:00+00:00,108755.1,109351.9,108753.1,109334.9,2892.7004,315602930.41936
2025-08-31 01:00:00+00:00,109334.9,109428.4,109079,109375.4,1858.8116,203087048.41952
2025-08-31 02:00:00+00:00,109375.4,109386.4,109115.8,109174.1,793.7568,86725817.79808
2025-08-31 03:00:00+00:00,109174.1,109326.8,109102.1,109159.9,626.0556,68377292.49996
2025-08-31 04:00:00+00:00,109159.9,109177.7,108615,108760.3,2008.3872,218518940.08436
2025-08-31 05:00:00+00:00,108760.3,108760.4,108512.1,108708.9,1305.743,141841618.98652
2025-08-31 06:00:00+00:00,108708.9,108722.7,108473,108665.5,1245.415,135283905.22494
2025-08-31 07:00:00+00:00,108665.5,108781.9,108620.5,108656.8,644.8048,70094871.5524
2025-08-31 08:00:00+00:00,108656.8,108976.6,108656.8,108960.6,1884.5824,205168603.1222
2025-08-31 09:00:00+00:00,108960.6,109058.6,108392.2,108460.6,2825.7362,307038032.07364
2025-08-31 10:00:00+00:00,108460.6,108588.4,108259,108525.9,2641.8232,286383957.04722
2025-08-31 11:00:00+00:00,108525.9,108559,108272.8,108344,1134.6126,122980169.51346
2025-08-31 12:00:00+00:00,108344,108453,108270.6,108281.2,1168.494,126596571.1044
2025-08-31 13:00:00+00:00,108281.2,108415.2,108151.6,108383,2151.1938,232874284.80748
2025-08-31 14:00:00+00:00,108383,108479,108214.8,108418.3,1311.2046,142081492.38094
2025-08-31 15:00:00+00:00,108418.3,108807.9,108414.9,108755.8,1725.1894,187419274.28748
2025-08-31 16:00:00+00:00,108755.8,108933.6,108496,108870.8,2351.1308,255742198.75022
2025-08-31 17:00:00+00:00,108870.8,108940,108791.5,108936.2,1028.7552,112007543.57104
2025-08-31 18:00:00+00:00,108936.2,109181.6,108873.9,109083.9,1018.011,111001057.61464
2025-08-31 19:00:00+00:00,109083.9,109106.1,108846.3,108868.8,965.188,105152613.46744
2025-08-31 20:00:00+00:00,108868.8,109067.7,108810.9,109067.7,1014.2422,110529028.90444
2025-08-31 21:00:00+00:00,109067.7,109067.7,108891.4,108984.9,714.9348,77911124.39524
2025-08-31 22:00:00+00:00,108984.9,109190.7,108696.4,108840.8,1285.727,140032024.68374
2025-08-31 23:00:00+00:00,108840.8,108862.2,108020.2,108208.3,3441.415,372818040.44632
2025-09-01 00:00:00+00:00,108208.3,108377.2,107582,108177.7,5980.0598,645523655.6928
2025-09-01 01:00:00+00:00,108177.7,108440,107915.4,108103.8,2221.2776,240179453.15066
2025-09-01 02:00:00+00:00,108103.8,108156.5,107380,107586.3,3278.5632,352845464.59416
2025-09-01 03:00:00+00:00,107586.3,107734.7,107352,107627.8,2024.922,217714228.35758
2025-09-01 04:00:00+00:00,107627.8,107732,107237,107376.1,2563.3558,275374235.39762
2025-09-01 05:00:00+00:00,107376.1,107952.7,107212,107822.3,3196.3712,343910574.67712
2025-09-01 06:00:00+00:00,107822.3,108082.5,107550.6,108024.9,1949.239,210347389.70338
2025-09-01 07:00:00+00:00,108024.9,109375,107932.7,109375,7364.7956,800484422.71316
2025-09-01 08:00:00+00:00,109375,109773.2,109368.3,109545,6436.6692,705066869.54258
2025-09-01 09:00:00+00:00,109545,109868.2,109439,109472.1,4121.2256,451993591.04528
2025-09-01 10:00:00+00:00,109472.1,109472.2,108136.2,108534,7857.7522,854610955.84978
2025-09-01 11:00:00+00:00,108534,108819.9,108418.9,108738.4,2591.132,281422731.73746
2025-09-01 12:00:00+00:00,108738.4,109110.8,108590.1,109054.5,2732.828,297639528.50188
2025-09-01 13:00:00+00:00,109054.5,109477.5,108888.2,108964.2,4547.8108,496392690.21068
2025-09-01 14:00:00+00:00,108964.2,109272.1,108760.8,109104.2,2601.8242,283623532.0188
2025-09-01 15:00:00+00:00,109104.2,109336,108513,108736.9,2926.2802,318450492.90544
2025-09-01 16:00:00+00:00,108736.9,109055.4,108594.3,108733.9,1551.1672,168848215.9651
2025-09-01 17:00:00+00:00,108733.9,108911.7,108339.1,108879.4,2222.7054,241421515.85336
2025-09-01 18:00:00+00:00,108879.4,109230.3,108875.9,109187.2,1455.9664,158806783.51462
2025-09-01 19:00:00+00:00,109187.2,109282.5,109116.7,109168.8,915.172,99942669.21894
2025-09-01 20:00:00+00:00,109168.8,109173.3,108223.7,108832.2,6519.2722,708001522.28528
2025-09-01 21:00:00+00:00,108832.2,108894.7,107410,107754.2,4463.3262,481598972.19492
2025-09-01 22:00:00+00:00,107754.2,108453.4,107541.4,108391.9,2247.8306,242722376.75386
2025-09-01 23:00:00+00:00,108391.9,109399,108372.5,109186.3,2855.9928,311105179.76372
2025-09-02 00:00:00+00:00,109186.3,109296,108837.4,108989.6,2125.6956,231803421.8535
2025-09-02 01:00:00+00:00,108989.6,109565,108940.5,109258,2639.4544,288495401.03684
2025-09-02 02:00:00+00:00,109258,110221.5,109118,110199.9,4217.7572,462629558.10378
2025-09-02 03:00:00+00:00,110199.9,110570.4,110007.3,110280.2,5146.8384,567540134.64592
2025-09-02 04:00:00+00:00,110280.2,110371,110098.9,110270.5,2148.9214,236850964.14114
2025-09-02 05:00:00+00:00,110270.5,110284.9,109991.6,110160,1209.1228,133148200.04546
2025-09-02 06:00:00+00:00,110160,110577.8,110117.8,110311.7,3516.2394,388147057.25132
2025-09-02 07:00:00+00:00,110311.7,110341.8,109935.6,110180,1872.4482,206239672.04702
2025-09-02 08:00:00+00:00,110180,110664,109988.6,110303.4,4730.469,521962991.95452
2025-09-02 09:00:00+00:00,110303.4,110638.7,110204.8,110399.9,2007.6308,221577117.50928
2025-09-02 10:00:00+00:00,110399.9,110426.2,110073,110202.3,1831.5606,201897061.59122
2025-09-02 11:00:00+00:00,110202.3,110207.3,109537,109705.6,3458.6418,380009306.41736
2025-09-02 12:00:00+00:00,109705.6,109808.4,108334.5,108751.7,13060.647,1423563510.41822
2025-09-02 13:00:00+00:00,108751.7,111233.5,108688,111097.9,16183.5392,1781841018.09136
2025-09-02 14:00:00+00:00,111097.9,111726.4,110732,111297,11465.182,1275700003.2536
2025-09-02 15:00:00+00:00,111297,111479.8,110568.3,110786.9,4727.8352,524695367.66614
2025-09-02 16:00:00+00:00,110786.9,111082.8,110427.1,110750,3728.319,412865344.30722
2025-09-02 17:00:00+00:00,110750,111000,110588.1,110867,1808.5924,200395345.68028
2025-09-02 18:00:00+00:00,110867,110900,110137.3,110587.2,3299.0342,364525089.68248
2025-09-02 19:00:00+00:00,110587.2,110798.8,110388.3,110745.4,1218.7868,134786937.63124
2025-09-02 20:00:00+00:00,110745.4,111366.3,110661,111355.6,3088.1392,343110862.80706
2025-09-02 21:00:00+00:00,111355.6,111479.8,111064,111064,2104.5482,234232792.39316
2025-09-02 22:00:00+00:00,111064,111218.4,110818.7,111218.3,1918.7374,213017306.2449
2025-09-02 23:00:00+00:00,111218.3,111220,110955.5,111188.2,570.5738,63380843.122
2025-09-03 00:00:00+00:00,111188.2,111720,111182.4,111269,2679.3302,298657905.76848
2025-09-03 01:00:00+00:00,111269,111342.5,110836.6,111119.9,1816.1276,201624245.52146
2025-09-03 02:00:00+00:00,111119.9,111443.2,110971.4,111325.4,1358.248,151147449.08494
2025-09-03 03:00:00+00:00,111325.4,111350.2,110844,110993.4,1574.6614,174901278.35732
2025-09-03 04:00:00+00:00,110993.4,111107.5,110800,110970.1,1124.6278,124768167.63322
2025-09-03 05:00:00+00:00,110970.1,111030.5,110608.4,110643.5,1677.4114,185775696.33312
2025-09-03 06:00:00+00:00,110643.5,110840.7,110524.8,110685.2,2612.2552,289172787.71828
2025-09-03 07:00:00+00:00,110685.2,111065.5,110488.9,111050.3,4912.9984,543846626.31704
2025-09-03 08:00:00+00:00,111050.3,111220.3,110912,110959,2023.3494,224713311.22452
2025-09-03 09:00:00+00:00,110959,111273.9,110833.4,111255.1,1729.4854,192109588.32996
2025-09-03 10:00:00+00:00,111255.1,111428,111111,111389.4,2679.174,298262746.6318
2025-09-03 11:00:00+00:00,111389.4,111657.4,111327.3,111381.5,2342.9986,261249560.0853
